target_date,window,similar_date,correlation
2026-03-31,25Y,2026-03-30,0.9341
2026-03-31,25Y,2026-03-27,0.9217
2026-03-31,25Y,2026-03-25,0.8244
2026-03-31,25Y,2026-03-26,0.7993
2026-03-31,25Y,2026-03-20,0.7297
2026-03-31,25Y,2026-03-23,0.7255
2026-03-31,25Y,2026-03-24,0.7225
2026-03-31,25Y,2022-05-16,0.7054
2026-03-31,25Y,2026-03-19,0.6954
2026-03-31,25Y,2026-03-18,0.6889
2026-03-31,25Y,2026-03-13,0.6858
2026-03-31,25Y,2022-05-13,0.6674
2026-03-31,25Y,2026-03-12,0.6602
2026-03-31,25Y,2021-10-06,0.6545
2026-03-31,25Y,2022-05-19,0.6526
2026-03-31,25Y,2022-05-18,0.6475
2026-03-31,25Y,2022-05-12,0.6432
2026-03-31,25Y,2022-05-09,0.6367
2026-03-31,25Y,2026-03-16,0.6352
2026-03-31,25Y,2024-12-31,0.6272
2026-03-31,25Y,2004-05-17,0.6266
2026-03-31,25Y,2021-10-05,0.6264
2026-03-31,25Y,2008-07-03,0.6262
2026-03-31,25Y,2005-04-05,0.6261
2026-03-31,25Y,2022-05-17,0.621
2026-03-31,25Y,2008-06-30,0.6201
2026-03-31,25Y,2025-01-02,0.6194
2026-03-31,25Y,2026-03-17,0.6173
2026-03-31,25Y,2022-04-29,0.6109
2026-03-31,25Y,2004-05-06,0.6105
2026-03-31,25Y,2022-05-06,0.6103
2026-03-31,25Y,2021-10-07,0.609
2026-03-31,25Y,2010-02-16,0.6074
2026-03-31,25Y,2008-07-07,0.6073
2026-03-31,25Y,2020-03-24,0.6043
2026-03-31,25Y,2013-06-28,0.6041
2026-03-31,25Y,2010-05-28,0.6036
2026-03-31,25Y,2010-02-11,0.6015
2026-03-31,25Y,2008-07-01,0.601
2026-03-31,25Y,2020-03-23,0.6008
2026-03-31,25Y,2004-05-18,0.6005
2026-03-31,25Y,2023-10-13,0.6002
2026-03-31,25Y,2010-06-01,0.6
2026-03-31,25Y,2010-02-18,0.5996
2026-03-31,25Y,2011-11-29,0.5994
2026-03-31,25Y,2002-09-30,0.5989
