ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
MPC,228.7,9.61,19.55,25.45,66.79,300.1,517.11,2.03,1.3,2.62,4.49,1.72,4,True,True,True,True,True,47.95,226.12,285.74,42.06,201.78,54.16,-4.92,103.74,226.99,0.5751,XLE,0.68,0.63,clean,1.184,normal,none,strong_buy,82.11769260549748,95.73170731707317,95.85365853658536,6,100.0,93.0,1
FUWAY,96.02,29.76,189.22,208.35,317.48,688.99,1075.28,6.36,1.1,1.52,2.17,1.56,4,True,True,True,True,True,298.64,615.0,843.91,292.75,590.66,612.33,245.77,492.63,785.16,-0.3432,,,0.41,clean,,normal,none,strong_buy,96.39179248935345,95.73170731707317,74.67479674796748,6,100.0,93.0,1
NOC,737.29,8.61,32.76,26.48,55.19,141.24,285.87,3.8,0.81,2.08,2.56,2.02,4,True,True,True,True,True,36.35,67.26,54.51,30.46,42.92,-177.07,-16.52,-55.12,-4.24,0.545,XLI,0.4,0.59,clean,1.04,normal,none,strong_buy,82.1951219512195,95.73170731707317,95.20325203252033,6,100.0,92.8,3
CLMT,28.54,11.11,43.01,62.1,156.24,534.33,159.97,3.87,1.44,2.52,3.42,0.3,3,True,True,True,True,True,137.4,460.34,-71.39,131.51,436.01,-302.97,84.53,337.97,-130.15,1.4274,,,0.24,clean,1.493,normal,none,strong_buy,90.05032907471933,78.69918699186992,98.86178861788618,6,100.0,92.5,4
CF,129.46,33.56,70.14,50.31,66.59,161.11,274.27,2.09,0.72,1.32,2.42,1.7,3,True,True,True,True,True,47.76,87.12,42.91,41.86,62.79,-188.67,-5.12,-35.25,-15.85,2.0851,XLE,0.49,3.11,overextended,1.762,confirmed,none,none,88.9585753000387,78.69918699186992,99.34959349593497,6,100.0,92.3,5
LINC,37.41,38.81,67.31,87.9,145.8,528.74,1190.0,1.73,1.31,1.66,3.63,2.25,3,True,True,True,True,True,126.96,454.75,958.64,121.07,430.41,727.06,74.09,332.38,899.88,0.1086,XLB,0.3,2.21,overextended,1.945,confirmed,none,none,94.28184281842819,78.69918699186992,88.21138211382113,6,100.0,91.7,6
SII,149.09,22.45,60.71,115.51,248.18,263.63,826.02,2.7,1.9,2.15,1.06,3.13,4,True,True,True,True,True,229.34,189.65,594.66,223.45,165.31,363.08,176.47,67.27,535.91,-0.5022,IAU,0.58,0.99,clean,1.196,normal,none,strong_buy,94.26635694928379,95.73170731707317,68.86178861788618,6,100.0,91.2,7
NSKFF,42.0,7.31,68.88,34.74,45.53,829.2,1290.73,9.43,0.5,1.31,18.21,1.56,3,True,True,True,True,True,26.69,755.21,1059.37,20.8,730.88,827.79,-26.18,632.84,1000.61,0.7428,,,0.05,clean,,normal,none,strong_buy,86.29113433991482,78.69918699186992,96.9918699186992,6,100.0,91.0,8
FTI,63.32,2.43,36.89,57.13,140.05,597.41,201.26,15.15,1.55,2.45,4.27,0.34,4,True,True,True,True,True,121.21,523.42,-30.1,115.32,499.09,-261.68,68.34,401.05,-88.86,-0.2468,XLE,0.5,-0.44,clean,1.176,normal,none,strong_buy,86.66666666666666,95.73170731707317,77.3170731707317,6,100.0,90.6,9
LNG,252.86,15.25,31.08,6.66,17.52,245.44,564.72,2.04,0.21,2.63,14.01,2.3,4,True,True,True,True,True,-1.32,171.45,333.36,-7.21,147.11,101.78,-54.19,49.07,274.6,0.5681,XLE,0.52,2.16,overextended,1.426,normal,none,none,74.49090205187765,95.73170731707317,95.60975609756098,6,100.0,90.6,9
HCA,536.76,1.0,14.51,33.24,71.56,183.68,635.29,14.58,2.29,2.15,2.57,3.46,5,True,True,True,True,True,52.72,109.7,403.93,46.83,85.36,172.35,-0.15,-12.68,345.17,-0.0527,,,-0.55,clean,0.882,normal,none,strong_buy,77.95586527293845,99.67479674796748,83.2520325203252,6,100.0,90.0,11
CENX,55.38,3.63,82.84,125.87,189.2,228.48,568.06,22.79,1.52,1.5,1.21,2.49,4,True,True,True,True,True,170.36,154.49,336.7,164.47,130.16,105.12,117.49,32.12,277.94,-0.5061,XLK,0.43,-0.37,clean,1.165,normal,none,strong_buy,90.61556329849013,95.73170731707317,68.33333333333333,6,100.0,90.0,11
PBR,18.76,18.43,53.39,48.18,48.07,160.19,256.65,2.9,0.9,1.0,3.33,1.6,3,True,True,True,True,True,29.23,86.21,25.29,23.34,61.87,-206.29,-23.64,-36.17,-33.47,0.2571,XLE,0.56,1.44,clean,1.272,normal,none,strong_buy,86.82926829268293,78.69918699186992,90.2439024390244,6,100.0,89.8,13
CTRE,40.29,2.28,9.45,17.81,49.17,75.86,243.48,4.14,1.88,2.76,1.54,3.21,4,True,True,True,True,True,30.33,1.87,12.12,24.44,-22.46,-219.46,-22.54,-120.5,-46.64,0.4955,XLRE,0.4,-0.33,clean,1.007,normal,none,strong_buy,70.75493612078978,95.73170731707317,94.39024390243902,6,100.0,89.3,14
THC,227.55,0.53,15.23,17.67,87.75,310.0,740.91,28.73,1.16,4.97,3.53,2.39,4,True,True,True,True,True,68.91,236.01,509.55,63.02,211.67,277.97,16.04,113.64,450.79,0.0225,,,-0.42,clean,1.012,normal,none,strong_buy,76.42276422764226,95.73170731707317,85.52845528455283,6,100.0,89.2,15
EZPW,26.05,4.75,23.81,53.33,94.99,393.38,732.29,5.02,2.24,1.78,4.14,1.86,5,True,True,True,True,True,76.15,319.39,500.92,70.26,295.06,269.35,23.28,197.02,442.17,-0.5288,XLI,0.52,-0.12,clean,0.933,normal,none,strong_buy,86.02400309717383,99.67479674796748,67.47967479674797,6,100.0,89.2,15
PARXF,19.07,23.03,48.64,56.19,113.79,0.9,166.72,2.11,1.16,2.03,0.01,184.92,3,True,True,True,True,True,94.96,-73.09,-64.64,89.06,-97.43,-296.22,42.08,-195.46,-123.4,0.2389,XLE,0.43,1.73,clean,1.083,normal,none,strong_buy,84.17731320170344,78.69918699186992,90.16260162601625,6,100.0,89.0,17
TNGX,17.43,38.22,90.08,154.82,784.77,60.2,,2.36,1.72,5.07,0.08,,3,True,True,True,True,True,765.93,-13.79,,760.04,-38.12,,713.06,-136.16,,3.4175,,,0.26,clean,1.171,normal,none,none,93.80952380952382,78.69918699186992,99.59349593495935,5,83.33333333333334,88.8,18
COP,121.82,9.54,25.85,29.42,24.62,107.25,196.25,2.71,1.14,0.84,4.36,1.83,3,True,True,True,True,True,5.79,33.26,-35.11,-0.11,8.92,-266.69,-47.08,-89.12,-93.86,0.7535,XLE,0.88,1.16,clean,1.284,normal,none,strong_buy,77.37127371273714,78.69918699186992,97.23577235772358,6,100.0,88.4,19
DUK,133.93,6.97,17.48,9.68,14.82,48.45,78.17,2.51,0.55,1.53,3.27,1.61,4,True,True,True,True,True,-4.01,-25.54,-153.19,-9.91,-49.88,-384.77,-56.89,-147.92,-211.95,0.6711,XLU,0.62,1.47,clean,1.337,normal,none,strong_buy,65.64459930313589,95.73170731707317,96.7479674796748,6,100.0,88.2,20
DVN,46.22,2.81,20.35,30.99,33.02,88.14,98.31,7.23,1.52,1.07,2.67,1.12,3,True,True,True,True,True,14.18,14.15,-133.06,8.29,-10.19,-364.64,-38.69,-108.23,-191.81,0.9073,XLE,0.78,0.06,clean,1.387,normal,none,strong_buy,74.66511807975223,78.69918699186992,98.21138211382113,6,100.0,87.8,21
RTX,205.28,4.46,17.49,30.21,60.42,171.49,258.81,3.92,1.73,2.0,2.84,1.51,5,True,True,True,True,True,41.58,97.5,27.45,35.69,73.17,-204.13,-11.29,-24.87,-31.31,-0.4271,XLI,0.49,0.09,clean,1.306,normal,none,strong_buy,78.9159891598916,99.67479674796748,70.89430894308944,6,100.0,87.8,21
